"Country","State","City","Population","Latitude","Longitude","Elevation"
"Germany","Rhineland‐Palatinate","Zweibrücken",34011,49.25,7.37,242.
"Germany","North Rhine‐Westphalia","Geldern",33954,51.52,6.33,27.
"Germany","Lower Saxony","Barsinghausen",33922,52.31,9.47,96.
"Germany","Saxony‐Anhalt","Bernburg",33920,51.800000000000004,11.73,63.
"Germany","Saxony‐Anhalt","Wernigerode",33871,51.84,10.790000000000001,238.
"Germany","Saxony","Hoyerswerda",33843,51.44,14.24,118.
"Germany","Lower Saxony","Winsen",33830,53.370000000000005,10.21,1.
"Germany","Lower Saxony","Seelze",33763,52.410000000000004,9.6,44.
"Germany","Bavaria","Fürstenfeldbruck",33716,48.19,11.25,527.
"Germany","Hesse","Mörfelden‐Walldorf",33623,49.980000000000004,8.56,102.
"Germany","Baden‐Wurttemberg","Balingen",33537,48.28,8.85,536.
"Germany","North Rhine‐Westphalia","Korschenbroich",33401,51.19,6.51,46.
"Germany","Lower Saxony","Stuhr",33374,53.02,8.74,4.
"Germany","Saxony‐Anhalt","Schonebeck",33290,52.03,11.74,46.
"Germany","Hesse","Viernheim",33276,49.550000000000004,8.57,99.
"Germany","Hesse","Dietzenbach",33256,50.02,8.78,145.
"Germany","Baden‐Wurttemberg","Crailsheim",33209,49.14,10.06,409.
"Germany","Saxony","Radebeul",33203,51.11,13.63,107.
"Germany","Brandenburg","Königs Wusterhausen",33201,52.300000000000004,13.620000000000001,38.
"Germany","Schleswig‐Holstein","Ahrensburg",33091,53.68,10.23,44.
"Germany","Thuringia","Altenburg",32910,51.01,12.44,181.
"Germany","Baden‐Wurttemberg","Kornwestheim",32680,48.870000000000005,9.19,299.
"Germany","Hesse","Bad Vilbel",32584,50.19,8.74,113.
"Germany","Lower Saxony","Georgsmarienhütte",32505,52.2,8.05,136.
"Germany","Baden‐Wurttemberg","Rheinfelden",32441,47.57,7.79,287.
"Germany","North Rhine‐Westphalia","Höxter",32385,51.78,9.370000000000001,121.
"Germany","Baden‐Wurttemberg","Biberach",32174,48.1,9.78,555.
"Germany","North Rhine‐Westphalia","Rheinberg",32145,51.550000000000004,6.6000000000000005,25.
"Germany","North Rhine‐Westphalia","Werl",32109,51.550000000000004,7.91,103.
"Germany","North Rhine‐Westphalia","Jülich",32089,50.93,6.36,87.
"Germany","Schleswig‐Holstein","Wedel",32048,53.58,9.72,19.
"Germany","Brandenburg","Neuruppin",31901,52.94,12.81,45.
"Germany","Hesse","Lampertheim",31851,49.6,8.46,93.
"Germany","Rhineland‐Palatinate","Idar‐Oberstein",31791,49.71,7.32,307.
"Germany","Schleswig‐Holstein","Itzehoe",31771,53.94,9.49,6.
"Germany","North Rhine‐Westphalia","Kreuztal",31771,50.97,7.98,303.
"Germany","Lower Saxony","Cloppenburg",31757,52.85,8.040000000000001,41.
"Germany","Brandenburg","Furstenwalde",31741,52.370000000000005,14.06,43.
"Germany","Bavaria","Deggendorf",31421,48.85,12.96,324.
"Germany","Lower Saxony","Nienburg",31354,52.64,9.22,27.
